"","wgEncodeHaibTfbsSknshElf1V0422111PkRep1.broadPeak","wgEncodeHaibTfbsSknshFosl2V0422111PkRep1.broadPeak","wgEncodeHaibTfbsSknshFoxm1sc502V0422111PkRep1.broadPeak","wgEncodeHaibTfbsSknshGabpV0422111PkRep1.broadPeak","wgEncodeHaibTfbsSknshGata3V0422111PkRep1.broadPeak","wgEncodeHaibTfbsSknshJundV0422111PkRep1.broadPeak","wgEncodeHaibTfbsSknshMaxV0422111PkRep1.broadPeak","wgEncodeHaibTfbsSknshMef2aV0422111PkRep1.broadPeak","wgEncodeHaibTfbsSknshNficsc81335V0422111PkRep1.broadPeak","wgEncodeHaibTfbsSknshNrsfPcr2xPkRep1.broadPeak","wgEncodeHaibTfbsSknshNrsfV0416101PkRep1.broadPeak","wgEncodeHaibTfbsSknshP300V0422111PkRep1.broadPeak","wgEncodeHaibTfbsSknshPbx3V0422111PkRep1.broadPeak","wgEncodeHaibTfbsSknshPol24h8V0416101PkRep1.broadPeak","wgEncodeHaibTfbsSknshraCtcfV0416102PkRep1.broadPeak","wgEncodeHaibTfbsSknshraP300V0416102PkRep1.broadPeak","wgEncodeHaibTfbsSknshraRad21V0416102PkRep1.broadPeak","wgEncodeHaibTfbsSknshraUsf1sc8983V0416102PkRep1.broadPeak","wgEncodeHaibTfbsSknshraYy1sc281V0416102PkRep1.broadPeak","wgEncodeHaibTfbsSknshRxraV0422111PkRep1.broadPeak","wgEncodeHaibTfbsSknshSin3ak20V0416101PkRep1.broadPeak","wgEncodeHaibTfbsSknshTaf1V0416101PkRep1.broadPeak","wgEncodeHaibTfbsSknshTcf12V0422111PkRep1.broadPeak","wgEncodeHaibTfbsSknshTead4sc101184V0422111PkRep1.broadPeak","wgEncodeHaibTfbsSknshUsf1V0422111PkRep1.broadPeak","wgEncodeHaibTfbsSknshYy1sc281V0422111PkRep1.broadPeak","wgEncodeHaibTfbsSknshZbtb33V0422111PkRep1.broadPeak","wgEncodeSydhTfbsSknshCtcfbIggrabPk.narrowPeak","wgEncodeSydhTfbsSknshJundIggrabPk.narrowPeak","wgEncodeSydhTfbsSknshMxi1IggrabPk.narrowPeak","wgEncodeSydhTfbsSknshNrf1IggrabPk.narrowPeak","wgEncodeSydhTfbsSknshP300bIggrabPk.narrowPeak","wgEncodeSydhTfbsSknshRad21IggrabPk.narrowPeak","wgEncodeSydhTfbsSknshRfx5IggrabPk.narrowPeak","wgEncodeSydhTfbsSknshSmc3IggrabPk.narrowPeak"
"wgEncodeHaibTfbsSknshElf1V0422111PkRep1.broadPeak",1,0.0229505209655944,0.0269270684469828,0.284810393884261,0.0116817464166817,0.0263997931085242,0.0988946998169319,0.0331925984207716,0.0195893791783164,0.00113939733743207,0.0753996784617858,0.0315478682587753,0.0326282254409867,0.0986245274819713,0.0132029175006221,0.0264334269162805,0.0235894383277607,0.0681839207625029,0.124721489134335,0.0342772594098995,0.092131220603897,0.159610780078241,0.0130574552393721,0.039821251605671,0.0648318968139881,0.112440505229938,0.11380928549302,0.0112494190242244,0.0208263053189692,0.0380447489306109,0.0732634753856446,0.00377101528704299,0.00580738045162487,0.0173014717473159,0.00611340527291518
"wgEncodeHaibTfbsSknshFosl2V0422111PkRep1.broadPeak",0.0229505209655944,1,0.0652057065282498,0.0100283069860948,0.292360153053284,0.521878149834867,0.159340907234402,0.137333598216798,0.356789103365487,0.000171699667898207,0.0808963997298424,0.400400673375395,0.377475496141723,0.0766846513802184,0.00986832512494251,0.199272031642399,0.0873170586288825,0.0296948742959287,0.0414025442055336,0.255150176578589,0.0138961242447329,0.0153798197351429,0.355537969542676,0.229081989620513,0.0101949274993441,0.0106818748674129,0.0478904750877054,0.0152400492081898,0.27879187652377,0.0211599547569503,0.00920830426427547,0.0439490667205267,0.0146040726663391,0.00706867641176847,0.014781662868221
"wgEncodeHaibTfbsSknshFoxm1sc502V0422111PkRep1.broadPeak",0.0269270684469828,0.0652057065282498,1,0.00418880314706602,0.0427254190952679,0.0955029827415419,0.032350163785503,0.173083638129654,0.0688200294950248,0,0.025855393935486,0.0871121318417461,0.054648929504634,0.037287832806584,0.00173066537799945,0.04532108704574,0.0168220733307037,0.00879022714001695,0.018170486288409,0.142530847350488,0.0188335016662928,0.0120512072841515,0.0467094335022341,0.156457177696675,0.00824390387924519,0.011359982377426,0.114585070158473,0.00119430951002249,0.0471752546341446,0.00349144957047477,0.00226277303604125,0.0270438616337028,0.00168382813836673,0.00431329214209156,0.00176209961658468
"wgEncodeHaibTfbsSknshGabpV0422111PkRep1.broadPeak",0.284810393884261,0.0100283069860948,0.00418880314706602,1,0.00363774842321926,0.00644795136030432,0.156774483592631,0.00761232041776111,0.00873457966055366,0.00112788873036933,0.0990785727119704,0.0249789286243213,0.0340943087392539,0.148721153133563,0.01692633376943,0.0264792608464135,0.0299033068388472,0.0915799915163536,0.200898533108021,0.0132182278059513,0.0972408235082241,0.221587859959344,0.00464331029172934,0.0258909400098582,0.0700619787779472,0.174614662435159,0.0910945391229269,0.0188143402334196,0.014497495439817,0.0727345120509287,0.121945863249067,0.00208526820764356,0.00835600548622566,0.0253388439102064,0.0088505764009603
"wgEncodeHaibTfbsSknshGata3V0422111PkRep1.broadPeak",0.0116817464166817,0.292360153053284,0.0427254190952679,0.00363774842321926,1,0.295939967737166,0.0877586054705047,0.0799777040857014,0.362066133834389,0.000124563436359246,0.0424811081755786,0.342751089130921,0.389653786473059,0.0597208201772512,0.00807539278017664,0.248885367053054,0.0893007346651292,0.0185140962492834,0.031797902088171,0.143908487645667,0.00678778419169259,0.00730344656158382,0.511311755784569,0.144453245735773,0.00429737339537667,0.00539241734352193,0.0250674243088828,0.0158443503272752,0.142119805323342,0.0354234016172851,0.0034466331234992,0.127660730246372,0.0227200561749047,0.00712327754016633,0.0173049221290699
"wgEncodeHaibTfbsSknshJundV0422111PkRep1.broadPeak",0.0263997931085242,0.521878149834867,0.0955029827415419,0.00644795136030432,0.295939967737166,1,0.138045256675834,0.170275953070024,0.384667165557954,9.97927861710318e-05,0.0764496910086834,0.446452628896506,0.37408160441458,0.0922846374995529,0.00502726051528492,0.208881131756211,0.0773386017074595,0.0249710562168707,0.0365778217345858,0.298614712152729,0.0146514240076023,0.011328228014505,0.343897387445562,0.282131816914753,0.00848368118813369,0.00835357575360006,0.062327061099587,0.00755234529117042,0.267490709032594,0.0136357380302622,0.0041581853795783,0.0535240428305463,0.00866408338507236,0.00622051768786696,0.00824113926505952
"wgEncodeHaibTfbsSknshMaxV0422111PkRep1.broadPeak",0.0988946998169319,0.159340907234402,0.032350163785503,0.156774483592631,0.0877586054705047,0.138045256675834,1,0.0687286347811308,0.144694029092505,0.00207566270682409,0.202552330426665,0.205077986426203,0.191342520616142,0.308015014976614,0.047767824833951,0.14752013581976,0.16345170101664,0.142800766050958,0.289118897620074,0.149582732060479,0.0739427674075018,0.169312156938184,0.114330662949215,0.171858600793765,0.0629818061219629,0.139300201139476,0.0937971474708662,0.0716573967547399,0.117378936835595,0.203176387527327,0.185684545378738,0.0279550900812053,0.0459517134824294,0.0414957463886621,0.0490884738913026
"wgEncodeHaibTfbsSknshMef2aV0422111PkRep1.broadPeak",0.0331925984207716,0.137333598216798,0.173083638129654,0.00761232041776111,0.0799777040857014,0.170275953070024,0.0687286347811308,1,0.122437568016295,0.00026590711650565,0.0550972734913299,0.159824736629465,0.108515128332044,0.055350647452607,0.00434735068000407,0.0813589774720422,0.0357731610103155,0.0216831419488187,0.0312985780248688,0.234525484832602,0.023128578542925,0.0208661090211148,0.0893506662124983,0.211653533734435,0.0150824677105819,0.0114220222099621,0.122734489885264,0.00426559062635006,0.0852133031323146,0.00736637553827804,0.00610942856703614,0.028564119764003,0.00463509307353833,0.00564489233163205,0.00476417301400445
"wgEncodeHaibTfbsSknshNficsc81335V0422111PkRep1.broadPeak",0.0195893791783164,0.356789103365487,0.0688200294950248,0.00873457966055366,0.362066133834389,0.384667165557954,0.144694029092505,0.122437568016295,1,0.000195240151688131,0.0732813918424561,0.446824781770689,0.39623052716673,0.0872446501117296,0.0114984415406663,0.236107255960276,0.10297752199414,0.0278543233122088,0.0475543961448973,0.237979526111916,0.0128126331544677,0.0152325191261098,0.427591822999535,0.230212220335957,0.00952861152038652,0.0114718877840887,0.0421323671819914,0.0200075235241258,0.173395355098997,0.0348281369890829,0.00918764968625627,0.0792870914892077,0.0216217188268312,0.00833139808851839,0.0205147511125101
"wgEncodeHaibTfbsSknshNrsfPcr2xPkRep1.broadPeak",0.00113939733743207,0.000171699667898207,0,0.00112788873036933,0.000124563436359246,9.97927861710318e-05,0.00207566270682409,0.00026590711650565,0.000195240151688131,1,0.0347744658013817,0.000398964445547662,0.000398048070276815,0.000481470794777473,0.00123300104988795,0.000489652447950024,0.00175154288376421,0.00166487729110131,0.00241408898494986,0.000133661593727881,0.00881908504201879,0.000688792672665951,0.0001808866674113,0.000407232105463645,0.000629326031153512,0.000944120611566078,0.000614691846341263,0.000754083719380223,0.000352185118541859,0.00189667533940809,0.00230379528088424,0.000385219223927086,0.000712707949575913,0.0013991591757966,0.000687842424347427
"wgEncodeHaibTfbsSknshNrsfV0416101PkRep1.broadPeak",0.0753996784617858,0.0808963997298424,0.025855393935486,0.0990785727119704,0.0424811081755786,0.0764496910086834,0.202552330426665,0.0550972734913299,0.0732813918424561,0.0347744658013817,1,0.105031872222236,0.0875059768478776,0.197703515151193,0.0399208734618937,0.0996150972099326,0.101535769374238,0.0920128384413157,0.187878669254384,0.106908802981539,0.0994672237226263,0.193037843902225,0.0535019305194118,0.121869695287728,0.0393407691854216,0.0874972908377312,0.0800695241848819,0.0317404658054102,0.0620053621020391,0.0674915210571854,0.0853993774451632,0.0179860605765632,0.0225369057813637,0.0218562403906435,0.0250505725393215
"wgEncodeHaibTfbsSknshP300V0422111PkRep1.broadPeak",0.0315478682587753,0.400400673375395,0.0871121318417461,0.0249789286243213,0.342751089130921,0.446452628896506,0.205077986426203,0.159824736629465,0.446824781770689,0.000398964445547662,0.105031872222236,1,0.448828667450232,0.132354117809374,0.0122750465160489,0.248906267234673,0.114458666339476,0.0416300217894269,0.0856422432265118,0.307379287818788,0.0223652438160551,0.0429405307575661,0.403627940561388,0.326621748287396,0.0182378233630585,0.0368133522477826,0.0624228602242018,0.022132230646507,0.2023104362523,0.0469208040330154,0.0289462487057734,0.0774994064495449,0.0200996328362635,0.0121592559566336,0.0192633144090964
"wgEncodeHaibTfbsSknshPbx3V0422111PkRep1.broadPeak",0.0326282254409867,0.377475496141723,0.054648929504634,0.0340943087392539,0.389653786473059,0.37408160441458,0.191342520616142,0.108515128332044,0.39623052716673,0.000398048070276815,0.0875059768478776,0.448828667450232,1,0.140409015983269,0.0149490196829976,0.283333774642678,0.117393965962305,0.0456880267482719,0.0858370298674409,0.204316196702574,0.0235582052226165,0.042084853036856,0.45360042889995,0.211756243560344,0.016567643373409,0.0306665267463557,0.0480188345207441,0.027477220649187,0.172120093199128,0.0650328667551817,0.0329540341653961,0.0821033240229672,0.0249844931882744,0.0188215351075347,0.0232577783673734
"wgEncodeHaibTfbsSknshPol24h8V0416101PkRep1.broadPeak",0.0986245274819713,0.0766846513802184,0.037287832806584,0.148721153133563,0.0597208201772512,0.0922846374995529,0.308015014976614,0.055350647452607,0.0872446501117296,0.000481470794777473,0.197703515151193,0.132354117809374,0.140409015983269,1,0.0269081696293652,0.12675583851937,0.116489542728514,0.11277272413208,0.280038038998621,0.0965898819157028,0.0880378827417086,0.219865645268403,0.0700263131800538,0.136842142112305,0.0521130116232231,0.125033265557192,0.103003483943689,0.0393714214810399,0.0598164348985059,0.125443711456112,0.144607237182993,0.035789302167348,0.0239484715719291,0.0320798704465956,0.0244315511691547
"wgEncodeHaibTfbsSknshraCtcfV0416102PkRep1.broadPeak",0.0132029175006221,0.00986832512494251,0.00173066537799945,0.01692633376943,0.00807539278017664,0.00502726051528492,0.047767824833951,0.00434735068000407,0.0114984415406663,0.00123300104988795,0.0399208734618937,0.0122750465160489,0.0149490196829976,0.0269081696293652,1,0.0201702020092889,0.299731377102889,0.0360805339444563,0.0740171072217925,0.00744400325226831,0.0163190614573391,0.0219203357487771,0.00835770935065688,0.0121048761038724,0.00902916434656821,0.0178556199622174,0.00938728595903673,0.264931389572606,0.00869076131746771,0.0312321010139,0.0269856537444823,0.00597446717395038,0.223294003522579,0.0145286624791666,0.245712909709028
"wgEncodeHaibTfbsSknshraP300V0416102PkRep1.broadPeak",0.0264334269162805,0.199272031642399,0.04532108704574,0.0264792608464135,0.248885367053054,0.208881131756211,0.14752013581976,0.0813589774720422,0.236107255960276,0.000489652447950024,0.0996150972099326,0.248906267234673,0.283333774642678,0.12675583851937,0.0201702020092889,1,0.179908750271219,0.0619982946870512,0.108510783140133,0.16139930008448,0.0284300668440316,0.0475128450533951,0.278242211749682,0.159095437422941,0.0163272909020147,0.022943463318347,0.0450830370863619,0.0230431516480655,0.112059554649837,0.0737870758252254,0.0253365356541188,0.181015216619981,0.0278865950972341,0.0194451613811137,0.0207599464866572
"wgEncodeHaibTfbsSknshraRad21V0416102PkRep1.broadPeak",0.0235894383277607,0.0873170586288825,0.0168220733307037,0.0299033068388472,0.0893007346651292,0.0773386017074595,0.16345170101664,0.0357731610103155,0.10297752199414,0.00175154288376421,0.101535769374238,0.114458666339476,0.117393965962305,0.116489542728514,0.299731377102889,0.179908750271219,1,0.0562545474041862,0.130482804000324,0.0800841544519208,0.0263124612969512,0.0507822925692004,0.106849007095186,0.0835703466115067,0.014646049914351,0.0302950612012868,0.0297909957850255,0.304235433480326,0.0578763018805214,0.0976011813096338,0.0461822969412461,0.0701321820541456,0.293604356368034,0.0207087628184333,0.269565917502421
"wgEncodeHaibTfbsSknshraUsf1sc8983V0416102PkRep1.broadPeak",0.0681839207625029,0.0296948742959287,0.00879022714001695,0.0915799915163536,0.0185140962492834,0.0249710562168707,0.142800766050958,0.0216831419488187,0.0278543233122088,0.00166487729110131,0.0920128384413157,0.0416300217894269,0.0456880267482719,0.11277272413208,0.0360805339444563,0.0619982946870512,0.0562545474041862,1,0.143471334866623,0.0360546807076856,0.0842472228148986,0.129461454338832,0.02381964993246,0.0428399817799424,0.157452148162397,0.0728692283368967,0.0533546185661654,0.0253338954786545,0.0309360806597486,0.0685585689583633,0.0892131456757483,0.0162921461742244,0.0182516448898864,0.0264256085402842,0.0195482746427541
"wgEncodeHaibTfbsSknshraYy1sc281V0416102PkRep1.broadPeak",0.124721489134335,0.0414025442055336,0.018170486288409,0.200898533108021,0.031797902088171,0.0365778217345858,0.289118897620074,0.0312985780248688,0.0475543961448973,0.00241408898494986,0.187878669254384,0.0856422432265118,0.0858370298674409,0.280038038998621,0.0740171072217925,0.108510783140133,0.130482804000324,0.143471334866623,1,0.0562441275520387,0.102762240021705,0.269026369055563,0.0381765147539729,0.0945422755089297,0.0702149169772237,0.253887953584416,0.09859999636943,0.0601696903728311,0.0383742338267769,0.129823511369131,0.174674785727187,0.0305083626305459,0.0415352505185632,0.040659448224294,0.0444966150511738
"wgEncodeHaibTfbsSknshRxraV0422111PkRep1.broadPeak",0.0342772594098995,0.255150176578589,0.142530847350488,0.0132182278059513,0.143908487645667,0.298614712152729,0.149582732060479,0.234525484832602,0.237979526111916,0.000133661593727881,0.106908802981539,0.307379287818788,0.204316196702574,0.0965898819157028,0.00744400325226831,0.16139930008448,0.0800841544519208,0.0360546807076856,0.0562441275520387,1,0.0257290406995979,0.0275885670142126,0.170297703070816,0.350004055871845,0.0177474207025303,0.0158417623192968,0.110013028191708,0.00887955593151354,0.155737982164736,0.0166035404111226,0.0115690346079099,0.0428587728423568,0.00895581063501241,0.0081423224527804,0.00921199646482167
"wgEncodeHaibTfbsSknshSin3ak20V0416101PkRep1.broadPeak",0.092131220603897,0.0138961242447329,0.0188335016662928,0.0972408235082241,0.00678778419169259,0.0146514240076023,0.0739427674075018,0.023128578542925,0.0128126331544677,0.00881908504201879,0.0994672237226263,0.0223652438160551,0.0235582052226165,0.0880378827417086,0.0163190614573391,0.0284300668440316,0.0263124612969512,0.0842472228148986,0.102762240021705,0.0257290406995979,1,0.166989694130704,0.00799933145615011,0.0351477111465514,0.0554667825439744,0.0698161189423375,0.0957413375462758,0.00890492956990173,0.0116842032504579,0.0318113526296912,0.0545717340284841,0.00416268874056889,0.00522379147737683,0.0168585530710145,0.00556256998936036
"wgEncodeHaibTfbsSknshTaf1V0416101PkRep1.broadPeak",0.159610780078241,0.0153798197351429,0.0120512072841515,0.221587859959344,0.00730344656158382,0.011328228014505,0.169312156938184,0.0208661090211148,0.0152325191261098,0.000688792672665951,0.193037843902225,0.0429405307575661,0.042084853036856,0.219865645268403,0.0219203357487771,0.0475128450533951,0.0507822925692004,0.129461454338832,0.269026369055563,0.0275885670142126,0.166989694130704,1,0.0083938145498639,0.0559592927739663,0.0817710499747254,0.191690900339291,0.110903529585127,0.01795864145519,0.0186349673176984,0.0642344199596817,0.15261572897448,0.00397613479248857,0.00913427602844742,0.0316757383829985,0.00948693251350803
"wgEncodeHaibTfbsSknshTcf12V0422111PkRep1.broadPeak",0.0130574552393721,0.355537969542676,0.0467094335022341,0.00464331029172934,0.511311755784569,0.343897387445562,0.114330662949215,0.0893506662124983,0.427591822999535,0.0001808866674113,0.0535019305194118,0.403627940561388,0.45360042889995,0.0700263131800538,0.00835770935065688,0.278242211749682,0.106849007095186,0.02381964993246,0.0381765147539729,0.170297703070816,0.00799933145615011,0.0083938145498639,1,0.16588620800873,0.00580022987296553,0.00644608522551806,0.0266460120713913,0.0166010493178287,0.175675599782126,0.0403358551483069,0.00475481074916378,0.128573282556436,0.0227683777748353,0.00792399811096176,0.017729340370668
"wgEncodeHaibTfbsSknshTead4sc101184V0422111PkRep1.broadPeak",0.039821251605671,0.229081989620513,0.156457177696675,0.0258909400098582,0.144453245735773,0.282131816914753,0.171858600793765,0.211653533734435,0.230212220335957,0.000407232105463645,0.121869695287728,0.326621748287396,0.211756243560344,0.136842142112305,0.0121048761038724,0.159095437422941,0.0835703466115067,0.0428399817799424,0.0945422755089297,0.350004055871845,0.0351477111465514,0.0559592927739663,0.16588620800873,1,0.0259018688607044,0.0488718661335336,0.116310146583882,0.0156420188727414,0.133410211733589,0.0314205464148404,0.0320565996652707,0.056587320922821,0.0129520348549721,0.0111023356898228,0.0125056793918376
"wgEncodeHaibTfbsSknshUsf1V0422111PkRep1.broadPeak",0.0648318968139881,0.0101949274993441,0.00824390387924519,0.0700619787779472,0.00429737339537667,0.00848368118813369,0.0629818061219629,0.0150824677105819,0.00952861152038652,0.000629326031153512,0.0393407691854216,0.0182378233630585,0.016567643373409,0.0521130116232231,0.00902916434656821,0.0163272909020147,0.014646049914351,0.157452148162397,0.0702149169772237,0.0177474207025303,0.0554667825439744,0.0817710499747254,0.00580022987296553,0.0259018688607044,1,0.0717466021340718,0.044062856566715,0.00706898390409658,0.0116141674456055,0.0286358117984848,0.0562365093999697,0.00214465860731869,0.00440695547658189,0.0152816734614299,0.00475087290123404
"wgEncodeHaibTfbsSknshYy1sc281V0422111PkRep1.broadPeak",0.112440505229938,0.0106818748674129,0.011359982377426,0.174614662435159,0.00539241734352193,0.00835357575360006,0.139300201139476,0.0114220222099621,0.0114718877840887,0.000944120611566078,0.0874972908377312,0.0368133522477826,0.0306665267463557,0.125033265557192,0.0178556199622174,0.022943463318347,0.0302950612012868,0.0728692283368967,0.253887953584416,0.0158417623192968,0.0698161189423375,0.191690900339291,0.00644608522551806,0.0488718661335336,0.0717466021340718,1,0.0769519102898873,0.0214276171717995,0.0169458601757446,0.0738173130776064,0.116979009597664,0.00266518386157344,0.0105946500597886,0.0284909037251737,0.0116463793207969
"wgEncodeHaibTfbsSknshZbtb33V0422111PkRep1.broadPeak",0.11380928549302,0.0478904750877054,0.114585070158473,0.0910945391229269,0.0250674243088828,0.062327061099587,0.0937971474708662,0.122734489885264,0.0421323671819914,0.000614691846341263,0.0800695241848819,0.0624228602242018,0.0480188345207441,0.103003483943689,0.00938728595903673,0.0450830370863619,0.0297909957850255,0.0533546185661654,0.09859999636943,0.110013028191708,0.0957413375462758,0.110903529585127,0.0266460120713913,0.116310146583882,0.044062856566715,0.0769519102898873,1,0.00790713771947225,0.0379727533834435,0.0227963688205821,0.0521753904396849,0.0131921833091702,0.00394560082771341,0.0116019742291724,0.00423454539005038
"wgEncodeSydhTfbsSknshCtcfbIggrabPk.narrowPeak",0.0112494190242244,0.0152400492081898,0.00119430951002249,0.0188143402334196,0.0158443503272752,0.00755234529117042,0.0716573967547399,0.00426559062635006,0.0200075235241258,0.000754083719380223,0.0317404658054102,0.022132230646507,0.027477220649187,0.0393714214810399,0.264931389572606,0.0230431516480655,0.304235433480326,0.0253338954786545,0.0601696903728311,0.00887955593151354,0.00890492956990173,0.01795864145519,0.0166010493178287,0.0156420188727414,0.00706898390409658,0.0214276171717995,0.00790713771947225,1,0.0159253635508934,0.0825490921351372,0.0369935996242271,0.013909205428229,0.565374276591027,0.0192116570560957,0.566686559447215
"wgEncodeSydhTfbsSknshJundIggrabPk.narrowPeak",0.0208263053189692,0.27879187652377,0.0471752546341446,0.014497495439817,0.142119805323342,0.267490709032594,0.117378936835595,0.0852133031323146,0.173395355098997,0.000352185118541859,0.0620053621020391,0.2023104362523,0.172120093199128,0.0598164348985059,0.00869076131746771,0.112059554649837,0.0578763018805214,0.0309360806597486,0.0383742338267769,0.155737982164736,0.0116842032504579,0.0186349673176984,0.175675599782126,0.133410211733589,0.0116141674456055,0.0169458601757446,0.0379727533834435,0.0159253635508934,1,0.0323362281316156,0.018985546112405,0.0355073296667604,0.0138607145284706,0.0141724263629541,0.0151504903982769
"wgEncodeSydhTfbsSknshMxi1IggrabPk.narrowPeak",0.0380447489306109,0.0211599547569503,0.00349144957047477,0.0727345120509287,0.0354234016172851,0.0136357380302622,0.203176387527327,0.00736637553827804,0.0348281369890829,0.00189667533940809,0.0674915210571854,0.0469208040330154,0.0650328667551817,0.125443711456112,0.0312321010139,0.0737870758252254,0.0976011813096338,0.0685585689583633,0.129823511369131,0.0166035404111226,0.0318113526296912,0.0642344199596817,0.0403358551483069,0.0314205464148404,0.0286358117984848,0.0738173130776064,0.0227963688205821,0.0825490921351372,0.0323362281316156,1,0.112947602175262,0.111116050016337,0.0767297340555215,0.0524997056622988,0.0631628260971213
"wgEncodeSydhTfbsSknshNrf1IggrabPk.narrowPeak",0.0732634753856446,0.00920830426427547,0.00226277303604125,0.121945863249067,0.0034466331234992,0.0041581853795783,0.185684545378738,0.00610942856703614,0.00918764968625627,0.00230379528088424,0.0853993774451632,0.0289462487057734,0.0329540341653961,0.144607237182993,0.0269856537444823,0.0253365356541188,0.0461822969412461,0.0892131456757483,0.174674785727187,0.0115690346079099,0.0545717340284841,0.15261572897448,0.00475481074916378,0.0320565996652707,0.0562365093999697,0.116979009597664,0.0521753904396849,0.0369935996242271,0.018985546112405,0.112947602175262,1,0.00429754262332817,0.0223012362412193,0.0434888194592732,0.0250520055927538
"wgEncodeSydhTfbsSknshP300bIggrabPk.narrowPeak",0.00377101528704299,0.0439490667205267,0.0270438616337028,0.00208526820764356,0.127660730246372,0.0535240428305463,0.0279550900812053,0.028564119764003,0.0792870914892077,0.000385219223927086,0.0179860605765632,0.0774994064495449,0.0821033240229672,0.035789302167348,0.00597446717395038,0.181015216619981,0.0701321820541456,0.0162921461742244,0.0305083626305459,0.0428587728423568,0.00416268874056889,0.00397613479248857,0.128573282556436,0.056587320922821,0.00214465860731869,0.00266518386157344,0.0131921833091702,0.013909205428229,0.0355073296667604,0.111116050016337,0.00429754262332817,1,0.0345574307469687,0.019332759169659,0.0160330442054927
"wgEncodeSydhTfbsSknshRad21IggrabPk.narrowPeak",0.00580738045162487,0.0146040726663391,0.00168382813836673,0.00835600548622566,0.0227200561749047,0.00866408338507236,0.0459517134824294,0.00463509307353833,0.0216217188268312,0.000712707949575913,0.0225369057813637,0.0200996328362635,0.0249844931882744,0.0239484715719291,0.223294003522579,0.0278865950972341,0.293604356368034,0.0182516448898864,0.0415352505185632,0.00895581063501241,0.00522379147737683,0.00913427602844742,0.0227683777748353,0.0129520348549721,0.00440695547658189,0.0105946500597886,0.00394560082771341,0.565374276591027,0.0138607145284706,0.0767297340555215,0.0223012362412193,0.0345574307469687,1,0.0198533279682993,0.570705621852369
"wgEncodeSydhTfbsSknshRfx5IggrabPk.narrowPeak",0.0173014717473159,0.00706867641176847,0.00431329214209156,0.0253388439102064,0.00712327754016633,0.00622051768786696,0.0414957463886621,0.00564489233163205,0.00833139808851839,0.0013991591757966,0.0218562403906435,0.0121592559566336,0.0188215351075347,0.0320798704465956,0.0145286624791666,0.0194451613811137,0.0207087628184333,0.0264256085402842,0.040659448224294,0.0081423224527804,0.0168585530710145,0.0316757383829985,0.00792399811096176,0.0111023356898228,0.0152816734614299,0.0284909037251737,0.0116019742291724,0.0192116570560957,0.0141724263629541,0.0524997056622988,0.0434888194592732,0.019332759169659,0.0198533279682993,1,0.0183682762111064
"wgEncodeSydhTfbsSknshSmc3IggrabPk.narrowPeak",0.00611340527291518,0.014781662868221,0.00176209961658468,0.0088505764009603,0.0173049221290699,0.00824113926505952,0.0490884738913026,0.00476417301400445,0.0205147511125101,0.000687842424347427,0.0250505725393215,0.0192633144090964,0.0232577783673734,0.0244315511691547,0.245712909709028,0.0207599464866572,0.269565917502421,0.0195482746427541,0.0444966150511738,0.00921199646482167,0.00556256998936036,0.00948693251350803,0.017729340370668,0.0125056793918376,0.00475087290123404,0.0116463793207969,0.00423454539005038,0.566686559447215,0.0151504903982769,0.0631628260971213,0.0250520055927538,0.0160330442054927,0.570705621852369,0.0183682762111064,1
